Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
128430-145620:Helcris Olivarez,128430-145620,P,Helcris,Helcris Olivarez,Olivarez,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-38106:Kirby Yates,128430-38106,P,Kirby,Kirby Yates,Yates,4.833333333,50,5500,SEA@LAA,LAA,SEA,IL,Knee,,,,P
128430-83163:Jonathan Loaisiga,128430-83163,P,Jonathan,Jonathan Loaisiga,Loaisiga,5.333333333,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-79071:Taylor Clarke,128430-79071,P,Taylor,Taylor Clarke,Clarke,1.333333333,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-209116:Troy Taylor,128430-209116,P,Troy,Troy Taylor,Taylor,-0.142857143,8,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-60640:Nick Burdi,128430-60640,P,Nick,Nick Burdi,Burdi,7.75,4,5500,NYM@SF,NYM,SF,,,,,,P
128430-83170:Thomas Pannone,128430-83170,P,Thomas,Thomas Pannone,Pannone,,0,5500,MIL@KC,MIL,KC,IL,Forearm,,,,P
128430-152806:Jason Foley,128430-152806,P,Jason,Jason Foley,Foley,,0,5500,NYM@SF,SF,NYM,IL,Shoulder,,,,P
128430-146670:Christian Roa,128430-146670,P,Christian,Christian Roa,Roa,3.5,2,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-146691:Asa Lacy,128430-146691,P,Asa,Asa Lacy,Lacy,,0,5500,MIL@KC,KC,MIL,IL,Elbow,,,,P
128430-146688:Alex Santos II,128430-146688,P,Alex,Alex Santos II,Santos II,,0,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-85255:Shaun Anderson,128430-85255,P,Shaun,Shaun Anderson,Anderson,9,1,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-85263:CD Pelham,128430-85263,P,CD,CD Pelham,Pelham,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-146706:Robert Dominguez,128430-146706,P,Robert,Robert Dominguez,Dominguez,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-197907:Brady Basso,128430-197907,P,Brady,Brady Basso,Basso,5.090909091,11,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-225559:Juan Morillo,128430-225559,P,Juan,Juan Morillo,Morillo,2.25,4,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-79124:Joe Jimenez,128430-79124,P,Joe,Joe Jimenez,Jimenez,,0,5500,ATL@ARI,ATL,ARI,IL,Knee,,,,P
128430-232728:Hayden Harris,128430-232728,P,Hayden,Hayden Harris,Harris,1.666666667,3,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-197916:Anthony Maldonado,128430-197916,P,Anthony,Anthony Maldonado,Maldonado,2.5,6,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-116002:Joel Kuhnel,128430-116002,P,Joel,Joel Kuhnel,Kuhnel,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-85289:Nick Anderson,128430-85289,P,Nick,Nick Anderson,Anderson,3.666666667,12,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-232744:Jayden Murray,128430-232744,P,Jayden,Jayden Murray,Murray,5.888888889,9,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-185662:Sammy Peralta,128430-185662,P,Sammy,Sammy Peralta,Peralta,5.8,5,5500,MIL@KC,MIL,KC,,,,,,P
128430-180540:Easton McGee,128430-180540,P,Easton,Easton McGee,McGee,6.222222222,9,5500,MIL@KC,MIL,KC,,,,,,P
128430-203074:Spencer Bivens,128430-203074,P,Spencer,Spencer Bivens,Bivens,6.277777778,54,5500,NYM@SF,SF,NYM,,,,,,P
128430-238912:Steven Zobac,128430-238912,P,Steven,Steven Zobac,Zobac,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-174406:Huascar Brazoban,128430-174406,P,Huascar,Huascar Brazoban,Brazoban,5,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-117065:James Karinchak,128430-117065,P,James,James Karinchak,Karinchak,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-228682:Eduarniel Nunez,128430-228682,P,Eduarniel,Eduarniel Nunez,Nunez,4.7,10,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-79209:A.J. Puk,128430-79209,P,A.J.,A.J. Puk,Puk,6.375,8,5500,ATL@ARI,ARI,ATL,IL,Elbow,,,,P
128430-38251:Hunter Strickland,128430-38251,P,Hunter,Hunter Strickland,Strickland,4.736842105,19,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-118122:Angel Perdomo,128430-118122,P,Angel,Angel Perdomo,Perdomo,2.5,4,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-153961:Tayler Saucedo,128430-153961,P,Tayler,Tayler Saucedo,Saucedo,4.3,10,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-238974:Chen Zhong-Ao Zhuang,128430-238974,P,Chen Zhong-Ao,Chen Zhong-Ao Zhuang,Zhuang,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-238973:Braden Nett,128430-238973,P,Braden,Braden Nett,Nett,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-181651:Matt Krook,128430-181651,P,Matt,Matt Krook,Krook,4.333333333,3,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-79250:Junior Fernandez,128430-79250,P,Junior,Junior Fernandez,Fernandez,,0,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-193949:Steven Cruz,128430-193949,P,Steven,Steven Cruz,Cruz,1,2,5500,MIL@KC,KC,MIL,,,,,,P
128430-61858:Raisel Iglesias,128430-61858,P,Raisel,Raisel Iglesias,Iglesias,4.5,2,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-101801:Joel Payamps,128430-101801,P,Joel,Joel Payamps,Payamps,2,2,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-118185:Matt Foster,128430-118185,P,Matt,Matt Foster,Foster,,0,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-79275:Sean Reid-Foley,128430-79275,P,Sean,Sean Reid-Foley,Reid-Foley,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-219568:Rolddy Munoz,128430-219568,P,Rolddy,Rolddy Munoz,Munoz,3.666666667,3,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-101814:Sam Hentges,128430-101814,P,Sam,Sam Hentges,Hentges,,0,5500,NYM@SF,SF,NYM,IL,Knee,,,,P
128430-101816:Bryan Abreu,128430-101816,P,Bryan,Bryan Abreu,Abreu,3.333333333,3,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-101819:Jose Suarez,128430-101819,P,Jose,Jose Suarez,Suarez,17,1,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-202175:Gerson Garabito,128430-202175,P,Gerson,Gerson Garabito,Garabito,8,3,5500,MIL@KC,MIL,KC,O,Foot,,,,P
128430-40382:Luis Garcia,128430-40382,P,Luis,Luis Garcia,Garcia,3,2,5500,NYM@SF,NYM,SF,,,,,,P
128430-118208:Brooks Kriske,128430-118208,P,Brooks,Brooks Kriske,Kriske,3.9375,16,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-239053:Alex Hoppe,128430-239053,P,Alex,Alex Hoppe,Hoppe,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-188886:Amos Willingham,128430-188886,P,Amos,Amos Willingham,Willingham,,0,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-225748:Craig Yoho,128430-225748,P,Craig,Craig Yoho,Yoho,3.25,8,5500,MIL@KC,MIL,KC,IL,Calf,,,,P
128430-101854:Jacob Waguespack,128430-101854,P,Jacob,Jacob Waguespack,Waguespack,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-95737:Ian Hamilton,128430-95737,P,Ian,Ian Hamilton,Hamilton,5.583333333,36,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-119299:Drey Jameson,128430-119299,P,Drey,Drey Jameson,Jameson,2,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-232971:Philip Abner,128430-232971,P,Philip,Philip Abner,Abner,4,5,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-219658:Jack Dashwood,128430-219658,P,Jack,Jack Dashwood,Dashwood,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-95757:Andrew Vasquez,128430-95757,P,Andrew,Andrew Vasquez,Vasquez,,0,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-95756:Rowan Wick,128430-95756,P,Rowan,Rowan Wick,Wick,,0,5500,NYM@SF,SF,NYM,IL,Elbow,,,,P
128430-138767:Jesus Cruz,128430-138767,P,Jesus,Jesus Cruz,Cruz,,0,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-219660:Kade Strowd,128430-219660,P,Kade,Kade Strowd,Strowd,5.666666667,25,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-101905:Sam McWilliams,128430-101905,P,Sam,Sam McWilliams,McWilliams,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-170514:Jose Cuas,128430-170514,P,Jose,Jose Cuas,Cuas,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-101904:Jordan Romano,128430-101904,P,Jordan,Jordan Romano,Romano,6.666666667,3,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-170512:Peter Strzelecki,128430-170512,P,Peter,Peter Strzelecki,Strzelecki,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-101911:Reed Garrett,128430-101911,P,Reed,Reed Garrett,Garrett,5.428571429,58,5500,NYM@SF,NYM,SF,IL,Elbow,,,,P
128430-162328:Reiver Sanmartin,128430-162328,P,Reiver,Reiver Sanmartin,Sanmartin,11,1,5500,NYM@SF,SF,NYM,IL,Hip,,,,P
128430-181791:Connor Thomas,128430-181791,P,Connor,Connor Thomas,Thomas,-2.5,2,5500,ATL@ARI,ATL,ARI,O,Elbow,,,,P
128430-181794:Hogan Harris,128430-181794,P,Hogan,Hogan Harris,Harris,5.25,4,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-210475:Ryan Zeferjahn,128430-210475,P,Ryan,Ryan Zeferjahn,Zeferjahn,11.5,2,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-181801:Jose A. Ferrer,128430-181801,P,Jose A.,Jose A. Ferrer,Ferrer,4,3,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-233009:Jhancarlos Lara,128430-233009,P,Jhancarlos,Jhancarlos Lara,Lara,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-219696:Eric Cerantola,128430-219696,P,Eric,Eric Cerantola,Cerantola,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-181816:Casey Legumina,128430-181816,P,Casey,Casey Legumina,Legumina,7.666666667,3,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-233016:Austin Pope,128430-233016,P,Austin,Austin Pope,Pope,9,1,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-222786:Raul Alcantara,128430-222786,P,Raul,Raul Alcantara,Alcantara,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-185926:Ryan Walker,128430-185926,P,Ryan,Ryan Walker,Walker,3.75,4,5500,NYM@SF,SF,NYM,,,,,,P
128430-181831:Yosver Zulueta,128430-181831,P,Yosver,Yosver Zulueta,Zulueta,4.857142857,7,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-72265:Matt Strahm,128430-72265,P,Matt,Matt Strahm,Strahm,5.666666667,3,5500,MIL@KC,KC,MIL,,,,,,P
128430-181838:Abner Uribe,128430-181838,P,Abner,Abner Uribe,Uribe,6,2,5500,MIL@KC,MIL,KC,,,,,,P
128430-219726:Joe Elbis,128430-219726,P,Joe,Joe Elbis,Elbis,,0,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-119375:Dedniel Nunez,128430-119375,P,Dedniel,Dedniel Nunez,Nunez,5.222222222,10,5500,NYM@SF,NYM,SF,IL,Elbow,,,,P
128430-181836:Justin Martinez,128430-181836,P,Justin,Justin Martinez,Martinez,6.0625,17,5500,ATL@ARI,ARI,ATL,IL,Elbow,,,,P
128430-219725:Henry Baez,128430-219725,P,Henry,Henry Baez,Baez,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-181843:Josh Simpson,128430-181843,P,Josh,Josh Simpson,Simpson,4.866666667,31,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-73301:Brent Suter,128430-73301,P,Brent,Brent Suter,Suter,15,2,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-181845:Drew Rom,128430-181845,P,Drew,Drew Rom,Rom,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-228948:Alex Carrillo,128430-228948,P,Alex,Alex Carrillo,Carrillo,1.666666667,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-181848:Tom Cosgrove,128430-181848,P,Tom,Tom Cosgrove,Cosgrove,9,2,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-181854:Brendan White,128430-181854,P,Brendan,Brendan White,White,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-119392:Josh Wolf,128430-119392,P,Josh,Josh Wolf,Wolf,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-81507:Aaron Bummer,128430-81507,P,Aaron,Aaron Bummer,Bummer,5.5,2,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-233067:Dylan Ross,128430-233067,P,Dylan,Dylan Ross,Ross,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-119403:Erik Miller,128430-119403,P,Erik,Erik Miller,Miller,4,2,5500,NYM@SF,SF,NYM,,,,,,P
128430-226925:Andrew Hoffmann,128430-226925,P,Andrew,Andrew Hoffmann,Hoffmann,11.66666667,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-119406:Cody Bolton,128430-119406,P,Cody,Cody Bolton,Bolton,21,1,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-162419:Matt Brash,128430-162419,P,Matt,Matt Brash,Brash,7.5,2,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-82547:Thomas Hatch,128430-82547,P,Thomas,Thomas Hatch,Hatch,9.5,12,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-82546:Adbert Alzolay,128430-82546,P,Adbert,Adbert Alzolay,Alzolay,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-119413:Isaiah Campbell,128430-119413,P,Isaiah,Isaiah Campbell,Campbell,2.333333333,6,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-135798:Garrett Stallings,128430-135798,P,Garrett,Garrett Stallings,Stallings,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-82548:Alex Lange,128430-82548,P,Alex,Alex Lange,Lange,2,2,5500,MIL@KC,KC,MIL,,,,,,P
128430-118397:Trevor Megill,128430-118397,P,Trevor,Trevor Megill,Megill,6,2,5500,MIL@KC,MIL,KC,,,,,,P
128430-70271:Carlos Estevez,128430-70271,P,Carlos,Carlos Estevez,Estevez,-17,1,5500,MIL@KC,KC,MIL,IL,Foot,,,,P
128430-52871:Derek Law,128430-52871,P,Derek,Derek Law,Law,,0,5500,ATL@ARI,ARI,ATL,O,Forearm,,,,P
128430-62087:Miguel Castro,128430-62087,P,Miguel,Miguel Castro,Castro,2.5,6,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-119433:JJ Goss,128430-119433,P,JJ,JJ Goss,Goss,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-222859:Cam Caminiti,128430-222859,P,Cam,Cam Caminiti,Caminiti,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-52873:Joe Ross,128430-52873,P,Joe,Joe Ross,Ross,-2.333333333,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-110219:Sean Poppen,128430-110219,P,Sean,Sean Poppen,Poppen,,0,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-73362:Rob Zastryzny,128430-73362,P,Rob,Rob Zastryzny,Zastryzny,4.615384615,26,5500,MIL@KC,MIL,KC,IL,Shoulder,,,,P
128430-203415:Bryan King,128430-203415,P,Bryan,Bryan King,King,7.25,4,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-170647:Jared Koenig,128430-170647,P,Jared,Jared Koenig,Koenig,9,2,5500,MIL@KC,MIL,KC,,,,,,P
128430-220822:Elvis Alvarado,128430-220822,P,Elvis,Elvis Alvarado,Alvarado,2.666666667,3,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-82584:JB Bukauskas,128430-82584,P,JB,JB Bukauskas,Bukauskas,,0,5500,MIL@KC,MIL,KC,IL,Lat,,,,P
128430-82587:Richard Lovelady,128430-82587,P,Richard,Richard Lovelady,Lovelady,8,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-119451:Matt Cronin,128430-119451,P,Matt,Matt Cronin,Cronin,,0,5500,SEA@LAA,SEA,LAA,O,Undisclosed,,,,P
128430-163480:Anderson Severino,128430-163480,P,Anderson,Anderson Severino,Severino,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-165534:Norge Vera,128430-165534,P,Norge,Norge Vera,Vera,,0,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-203420:Austin Kitchen,128430-203420,P,Austin,Austin Kitchen,Kitchen,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-202402:Justin Sterner,128430-202402,P,Justin,Justin Sterner,Sterner,5.666666667,3,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-220834:Nate Lavender,128430-220834,P,Nate,Nate Lavender,Lavender,,0,5500,NYM@SF,NYM,SF,IL,Elbow,,,,P
128430-220841:Anderson Pilar,128430-220841,P,Anderson,Anderson Pilar,Pilar,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-164530:Caleb Kilian,128430-164530,P,Caleb,Caleb Kilian,Kilian,8.5,2,5500,NYM@SF,SF,NYM,,,,,,P
128430-165553:Dylan Smith,128430-165553,P,Dylan,Dylan Smith,Smith,7.285714286,7,5500,NYM@SF,SF,NYM,,,,,,P
128430-114356:Kevin Ginkel,128430-114356,P,Kevin,Kevin Ginkel,Ginkel,-0.666666667,3,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-114360:Devin Williams,128430-114360,P,Devin,Devin Williams,Williams,7,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-165566:Ben Kudrna,128430-165566,P,Ben,Ben Kudrna,Kudrna,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-165564:Frank Mozzicato,128430-165564,P,Frank,Frank Mozzicato,Mozzicato,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-165570:Ben Hernandez,128430-165570,P,Ben,Ben Hernandez,Hernandez,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-170699:Matt Gage,128430-170699,P,Matt,Matt Gage,Gage,4,3,5500,NYM@SF,SF,NYM,,,,,,P
128430-165577:Sam Bachman,128430-165577,P,Sam,Sam Bachman,Bachman,12,2,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-81614:Thyago Vieira,128430-81614,P,Thyago,Thyago Vieira,Vieira,,0,5500,ATL@ARI,ARI,ATL,O,Elbow,,,,P
128430-198354:Anthony Molina,128430-198354,P,Anthony,Anthony Molina,Molina,5.764705882,17,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-222930:Logan VanWey,128430-222930,P,Logan,Logan VanWey,VanWey,3.888888889,9,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-198352:Shane Drohan,128430-198352,P,Shane,Shane Drohan,Drohan,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-82653:Ryan Borucki,128430-82653,P,Ryan,Ryan Borucki,Borucki,2.333333333,3,5500,NYM@SF,SF,NYM,,,,,,P
128430-229084:Brandyn Garcia,128430-229084,P,Brandyn,Brandyn Garcia,Garcia,4.142857143,14,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-14049:Bryan Shaw,128430-14049,P,Bryan,Bryan Shaw,Shaw,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-82656:Nate Pearson,128430-82656,P,Nate,Nate Pearson,Pearson,1.818181818,11,5500,HOU@ATH,HOU,ATH,IL,Elbow,,,,P
128430-181985:Guillo Zuniga,128430-181985,P,Guillo,Guillo Zuniga,Zuniga,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-187110:Ben Joyce,128430-187110,P,Ben,Ben Joyce,Joyce,2.6,5,5500,SEA@LAA,LAA,SEA,IL,Shoulder,,,,P
128430-81641:John Curtiss,128430-81641,P,John,John Curtiss,Curtiss,5.24137931,30,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-81642:A.J. Minter,128430-81642,P,A.J.,A.J. Minter,Minter,5.307692308,13,5500,NYM@SF,NYM,SF,IL,Lat,,,,P
128430-187121:Grant Anderson,128430-187121,P,Grant,Grant Anderson,Anderson,8.25,4,5500,MIL@KC,MIL,KC,,,,,,P
128430-165621:Russell Smith,128430-165621,P,Russell,Russell Smith,Smith,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-165625:Calvin Ziegler,128430-165625,P,Calvin,Calvin Ziegler,Ziegler,,0,5500,NYM@SF,NYM,SF,DTD,Elbow,,,,P
128430-84732:Robert Stock,128430-84732,P,Robert,Robert Stock,Stock,1,2,5500,NYM@SF,NYM,SF,O,Shoulder,,,,P
128430-13055:Anthony Gose,128430-13055,P,Anthony,Anthony Gose,Gose,,0,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-228101:Jonathan Pintaro,128430-228101,P,Jonathan,Jonathan Pintaro,Pintaro,-1,1,5500,NYM@SF,NYM,SF,,,,,,P
128430-161545:Kaleb Ort,128430-161545,P,Kaleb,Kaleb Ort,Ort,4.530612245,49,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-194323:Hunter Stratton,128430-194323,P,Hunter,Hunter Stratton,Stratton,5.2,15,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-194320:Andrew Saalfrank,128430-194320,P,Andrew,Andrew Saalfrank,Saalfrank,5.142857143,28,5500,ATL@ARI,ARI,ATL,IL,Shoulder,,,,P
128430-237341:Robinson Ortiz,128430-237341,P,Robinson,Robinson Ortiz,Ortiz,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-201506:Tyler Ferguson,128430-201506,P,Tyler,Tyler Ferguson,Ferguson,4.821428571,56,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-199461:Luis Contreras,128430-199461,P,Luis,Luis Contreras,Contreras,5.333333333,9,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-135976:Bennett Sousa,128430-135976,P,Bennett,Bennett Sousa,Sousa,7.23255814,44,5500,HOU@ATH,HOU,ATH,IL,Oblique,,,,P
128430-199465:Juan Sanchez,128430-199465,P,Juan,Juan Sanchez,Sanchez,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-165682:Michael Morales,128430-165682,P,Michael,Michael Morales,Morales,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-103218:Nick Margevicius,128430-103218,P,Nick,Nick Margevicius,Margevicius,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-165687:Will Bednar,128430-165687,P,Will,Will Bednar,Bednar,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-165691:Manuel Mercedes,128430-165691,P,Manuel,Manuel Mercedes,Mercedes,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-163641:Ray Kerr,128430-163641,P,Ray,Ray Kerr,Kerr,,0,5500,ATL@ARI,ATL,ARI,IL,Elbow,,,,P
128430-163655:Daniel Duarte,128430-163655,P,Daniel,Daniel Duarte,Duarte,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-119622:Matt Allan,128430-119622,P,Matt,Matt Allan,Allan,,0,5500,NYM@SF,NYM,SF,,,,,,P
128430-163658:Randy Rodriguez,128430-163658,P,Randy,Randy Rodriguez,Rodriguez,6.82,50,5500,NYM@SF,SF,NYM,IL,Elbow,,,,P
128430-213851:Domingo Gonzalez,128430-213851,P,Domingo,Domingo Gonzalez,Gonzalez,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-108380:Tayler Scott,128430-108380,P,Tayler,Tayler Scott,Scott,3.666666667,24,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-228189:Juan Burgos,128430-228189,P,Juan,Juan Burgos,Burgos,4.692307692,13,5500,ATL@ARI,ARI,ATL,,,,,,P
128430-163677:James McArthur,128430-163677,P,James,James McArthur,McArthur,,0,5500,MIL@KC,KC,MIL,IL,Elbow,,,,P
128430-163692:Jose Butto,128430-163692,P,Jose,Jose Butto,Butto,2,3,5500,NYM@SF,SF,NYM,IL,Forearm,,,,P
128430-68466:Steven Okert,128430-68466,P,Steven,Steven Okert,Okert,8.5,2,5500,HOU@ATH,HOU,ATH,,,,,,P
128430-203642:Raymond Burgos,128430-203642,P,Raymond,Raymond Burgos,Burgos,,0,5500,NYM@SF,SF,NYM,,,,,,P
128430-68474:Josh Hader,128430-68474,P,Josh,Josh Hader,Hader,8.041666667,48,5500,HOU@ATH,HOU,ATH,IL,Biceps,,,,P
128430-82810:Elieser Hernandez,128430-82810,P,Elieser,Elieser Hernandez,Hernandez,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-161675:Jonathan Heasley,128430-161675,P,Jonathan,Jonathan Heasley,Heasley,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-170889:Aneurys Zabala,128430-170889,P,Aneurys,Aneurys Zabala,Zabala,,0,5500,SEA@LAA,LAA,SEA,,,,,,P
128430-23437:Brooks Raley,128430-23437,P,Brooks,Brooks Raley,Raley,7,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-102300:Michael Rucker,128430-102300,P,Michael,Michael Rucker,Rucker,,0,5500,SEA@LAA,SEA,LAA,,,,,,P
128430-157600:Austin Warren,128430-157600,P,Austin,Austin Warren,Warren,11.6,5,5500,NYM@SF,NYM,SF,,,,,,P
128430-68520:Michael Fulmer,128430-68520,P,Michael,Michael Fulmer,Fulmer,5.666666667,3,5500,NYM@SF,SF,NYM,,,,,,P
128430-52146:Carl Edwards Jr.,128430-52146,P,Carl,Carl Edwards Jr.,Edwards Jr.,6.75,4,5500,NYM@SF,NYM,SF,,,,,,P
128430-52152:Robert Stephenson,128430-52152,P,Robert,Robert Stephenson,Stephenson,5.727272727,12,5500,SEA@LAA,LAA,SEA,IL,Elbow,,,,P
128430-102333:Daniel Lynch IV,128430-102333,P,Daniel,Daniel Lynch IV,Lynch IV,6,2,5500,MIL@KC,KC,MIL,,,,,,P
128430-163782:Robert Suarez,128430-163782,P,Robert,Robert Suarez,Suarez,5,3,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-232399:Joel Peguero,128430-232399,P,Joel,Joel Peguero,Peguero,6.941176471,17,5500,NYM@SF,SF,NYM,IL,Hamstring,,,,P
128430-68561:Luke Weaver,128430-68561,P,Luke,Luke Weaver,Weaver,5,3,5500,NYM@SF,NYM,SF,,,,,,P
128430-198618:Coleman Crow,128430-198618,P,Coleman,Coleman Crow,Crow,,0,5500,MIL@KC,MIL,KC,,,,,,P
128430-102364:Blayne Enlow,128430-102364,P,Blayne,Blayne Enlow,Enlow,,0,5500,ATL@ARI,ATL,ARI,,,,,,P
128430-52194:Aaron Sanchez,128430-52194,P,Aaron,Aaron Sanchez,Sanchez,,0,5500,MIL@KC,KC,MIL,,,,,,P
128430-102375:Luis Medina,128430-102375,P,Luis,Luis Medina,Medina,6.5,2,5500,HOU@ATH,ATH,HOU,,,,,,P
128430-169957:Danny Young,128430-169957,P,Danny,Danny Young,Young,5.2,10,5500,ATL@ARI,ATL,ARI,IL,Elbow,,,,P
128430-68584:Tyler Jay,128430-68584,P,Tyler,Tyler Jay,Jay,,0,5500,MIL@KC,MIL,KC,,,,,,P
