Player,SG Putting,SG Around Green,SG Approach,SG Off The Tee,SG Tee To Green,SG Total,Rounds,Scrambling
ryan fox,-0.32,0.2,-2.57,0.54,-1.83,-2.16,2,0.6667
ryan fox,0.0,0.0,0,0,0.0,0.0,3,0.0
ryan fox,0.0,0.0,0,0,0.0,0.0,4,0.0
adam schenk,0.76,-0.29,0.26,0.89,0.86,1.62,1,0.8
adam schenk,-1.18,-1.93,-0.63,-2.42,-4.98,-6.16,2,0.3333
adam schenk,0.0,0.0,0,0,0.0,0.0,3,0.0
adam schenk,0.0,0.0,0,0,0.0,0.0,4,0.0
zach bauchou,1.73,0.69,-2.4,-0.4,-2.11,-0.38,1,0.6
zach bauchou,-2.44,-0.25,-1.18,-0.29,-1.72,-4.16,2,0.3333
zach bauchou,0.0,0.0,0,0,0.0,0.0,3,0.0
zach bauchou,0.0,0.0,0,0,0.0,0.0,4,0.0
gordon sargent,-0.33,-0.82,-5.21,0.99,-5.04,-5.38,1,0.375
gordon sargent,-1.22,-0.04,0.29,1.81,2.06,0.84,2,0.4
gordon sargent,0.0,0.0,0,0,0.0,0.0,3,0.0
gordon sargent,0.0,0.0,0,0,0.0,0.0,4,0.0
brooks koepka,-2.9,0.41,-1.73,-1.15,-2.48,-5.38,1,0.2857
brooks koepka,-0.15,-1.0,0.56,0.43,0.0,-0.16,2,0.8
brooks koepka,0.0,0.0,0,0,0.0,0.0,3,0.0
brooks koepka,0.0,0.0,0,0,0.0,0.0,4,0.0
max greyserman,0.15,0.03,-0.71,0.15,-0.53,-0.38,1,0.7778
max greyserman,-2.54,-0.13,-2.72,0.23,-2.62,-5.16,2,0.6
max greyserman,0.0,0.0,0,0,0.0,0.0,3,0.0
max greyserman,0.0,0.0,0,0,0.0,0.0,4,0.0
patrick rodgers,-0.85,0.07,-2.74,1.14,-1.53,-2.38,1,0.4545
patrick rodgers,-1.28,-0.67,-1.13,-0.08,-1.88,-3.16,2,0.625
patrick rodgers,0.0,0.0,0,0,0.0,0.0,3,0.0
patrick rodgers,0.0,0.0,0,0,0.0,0.0,4,0.0
trey mullinax,0.28,-0.75,-1.21,0.31,-1.66,-1.38,1,0.75
trey mullinax,-0.42,-1.27,-0.48,-1.99,-3.74,-4.16,2,0.5556
trey mullinax,0.0,0.0,0,0,0.0,0.0,3,0.0
trey mullinax,0.0,0.0,0,0,0.0,0.0,4,0.0
patton kizzire,-1.94,1.86,-0.52,0.21,1.56,-0.38,1,0.8889
patton kizzire,-0.17,-0.44,-3,-1.55,-4.99,-5.16,2,0.625
patton kizzire,0.0,0.0,0,0,0.0,0.0,3,0.0
patton kizzire,0.0,0.0,0,0,0.0,0.0,4,0.0
kris ventura,0.91,-6.33,-1.27,0.32,-7.29,-6.38,1,0.5556
kris ventura,0.51,-0.06,1.49,-1.1,0.33,0.84,2,0.5
kris ventura,0.0,0.0,0,0,0.0,0.0,3,0.0
kris ventura,0.0,0.0,0,0,0.0,0.0,4,0.0
kensei hirata,-2.01,-0.21,-1.17,-2,-3.37,-5.38,1,0.5455
kensei hirata,-0.79,0.01,0.24,0.39,0.64,-0.16,2,0.7143
kensei hirata,0.0,0.0,0,0,0.0,0.0,3,0.0
kensei hirata,0.0,0.0,0,0,0.0,0.0,4,0.0
john vanderlaan,-3.13,-0.92,-2.17,-0.16,-3.25,-6.38,1,0.4444
